model_fct,model_u,model_v
2022-08-24 00:00:00,-6.12386,-3.55806
2022-08-24 01:00:00,-4.90602,-3.19589
2022-08-24 02:00:00,-6.34862,-3.0065
2022-08-24 03:00:00,-5.33482,-3.68599
2022-08-24 04:00:00,-4.90602,-3.80228
2022-08-24 05:00:00,-5.67912,-2.64765
2022-08-24 06:00:00,-6.07604,-1.52459
2022-08-24 07:00:00,-4.70677,-2.2888
2022-08-24 08:00:00,-4.70677,-2.69915
2022-08-24 09:00:00,-4.44057,-1.86018
2022-08-24 10:00:00,-4.06597,-1.04945
2022-08-24 11:00:00,-3.54473,-0.77035
2022-08-24 12:00:00,-2.7509,-1.68574
2022-08-24 13:00:00,-1.90926,-2.10772
2022-08-24 14:00:00,-1.15528,-1.915
2022-08-24 15:00:00,-0.80779,-1.54453
2022-08-24 16:00:00,-0.3232,-1.83692
2022-08-24 17:00:00,0.26977,-2.56292
2022-08-24 18:00:00,0.08965,-2.332
2022-08-24 19:00:00,0.22195,-2.1127
2022-08-24 20:00:00,-0.05541,-1.81532
2022-08-24 21:00:00,-0.4316,-1.18568
2022-08-24 22:00:00,-0.36465,-0.91987
2022-08-24 23:00:00,-0.09685,-0.47629
2022-08-25 00:00:00,-0.01237,0.47731
2022-08-25 01:00:00,-0.05063,1.47079
2022-08-25 02:00:00,-0.52883,2.03066
2022-08-25 03:00:00,-0.57347,3.04407
2022-08-25 04:00:00,-2.3795,4.05582
2022-08-25 05:00:00,-1.83593,4.63563
2022-08-25 06:00:00,-1.26687,5.40317
2022-08-25 07:00:00,-1.72754,5.57096
2022-08-25 08:00:00,-1.00066,5.45467
2022-08-25 09:00:00,0.17413,4.31499
2022-08-25 10:00:00,0.03545,4.79678
2022-08-25 11:00:00,0.51366,5.72048
2022-08-25 12:00:00,0.88985,6.00291
2022-08-25 13:00:00,2.36591,6.74718
2022-08-25 14:00:00,3.21872,6.37504
2022-08-25 15:00:00,3.76228,5.15064
2022-08-25 16:00:00,4.81274,3.81992
2022-08-25 17:00:00,5.32761,2.11207
2022-08-25 18:00:00,4.99765,1.17507
2022-08-25 19:00:00,3.88343,0.40422
2022-08-25 20:00:00,2.16985,-1.90504
2022-08-25 21:00:00,1.48123,-4.26247
2022-08-25 22:00:00,2.28303,-4.15282
2022-08-25 23:00:00,2.39461,-3.88202
2022-08-26 00:00:00,0.99824,-2.67756
2022-08-26 01:00:00,0.84362,-3.40356
2022-08-26 02:00:00,0.07849,-3.50656
2022-08-26 03:00:00,0.04023,-3.09953
2022-08-26 04:00:00,0.20282,-3.6079
2022-08-26 05:00:00,-1.49641,-2.90682
2022-08-26 06:00:00,-1.84072,-1.47143
2022-08-26 07:00:00,-1.23499,-1.32689
2022-08-26 08:00:00,-1.42627,-1.29201
2022-08-26 09:00:00,-0.78069,-1.92497
2022-08-26 10:00:00,-0.65476,-1.49137
2022-08-26 11:00:00,-0.51767,-0.20051
2022-08-26 12:00:00,-0.40769,1.19667
2022-08-26 13:00:00,0.34629,2.57724
2022-08-26 14:00:00,0.64118,3.20522
2022-08-26 15:00:00,0.72566,4.09237
2022-08-26 16:00:00,1.58484,5.04764
2022-08-26 17:00:00,2.61458,5.57428
2022-08-26 18:00:00,3.01946,5.53441
2022-08-26 19:00:00,3.28567,4.9978
2022-08-26 20:00:00,4.00776,3.63883
2022-08-26 21:00:00,3.76228,1.87283
2022-08-26 22:00:00,3.45782,0.27463
2022-08-26 23:00:00,3.41638,0.00217
2022-08-27 00:00:00,2.9302,0.27297
