model_fct,model_u,model_v
2023-01-13 00:00:00,-1.1706,11.79147
2023-01-13 01:00:00,-1.38148,12.93038
2023-01-13 02:00:00,-1.3305,12.49587
2023-01-13 03:00:00,-0.06754,13.18543
2023-01-13 04:00:00,-1.74878,13.64963
2023-01-13 05:00:00,0.12481,11.16128
2023-01-13 06:00:00,3.09103,9.25858
2023-01-13 07:00:00,5.87882,-5.05348
2023-01-13 08:00:00,4.3343,-8.00739
2023-01-13 09:00:00,4.48956,-8.96818
2023-01-13 10:00:00,3.34594,-9.35277
2023-01-13 11:00:00,2.79441,-9.13686
2023-01-13 12:00:00,2.88363,-9.1598
2023-01-13 13:00:00,2.7863,-9.46342
2023-01-13 14:00:00,1.95436,-9.25696
2023-01-13 15:00:00,1.32868,-8.67536
2023-01-13 16:00:00,1.24641,-8.76712
2023-01-13 17:00:00,0.81654,-8.94254
2023-01-13 18:00:00,0.55815,-8.74822
2023-01-13 19:00:00,0.02979,-8.68345
2023-01-13 20:00:00,-1.62596,-8.98977
2023-01-13 21:00:00,-3.36051,-9.21783
2023-01-13 22:00:00,-3.84136,-9.05859
2023-01-13 23:00:00,-4.81697,-8.90476
2023-01-14 00:00:00,-5.46352,-9.32983
2023-01-14 01:00:00,-5.6547,-9.55114
2023-01-14 02:00:00,-5.47047,-9.4054
2023-01-14 03:00:00,-5.75087,-9.22187
2023-01-14 04:00:00,-5.88064,-8.98302
2023-01-14 05:00:00,-5.33375,-9.26236
2023-01-14 06:00:00,-5.17385,-9.9843
2023-01-14 07:00:00,-5.60024,-10.35675
2023-01-14 08:00:00,-5.94669,-10.20831
2023-01-14 09:00:00,-5.93974,-9.3946
2023-01-14 10:00:00,-5.67556,-9.22457
2023-01-14 11:00:00,-5.74971,-9.0424
2023-01-14 12:00:00,-6.00115,-8.42841
2023-01-14 13:00:00,-5.94321,-8.03708
2023-01-14 14:00:00,-5.39515,-8.01683
2023-01-14 15:00:00,-5.34417,-7.57017
2023-01-14 16:00:00,-4.78337,-6.94673
2023-01-14 17:00:00,-4.71733,-6.28146
2023-01-14 18:00:00,-5.10664,-5.51094
2023-01-14 19:00:00,-4.09859,-5.73494
2023-01-14 20:00:00,-3.94217,-6.48118
2023-01-14 21:00:00,-4.45199,-6.86442
2023-01-14 22:00:00,-4.5273,-6.87252
2023-01-14 23:00:00,-5.02322,-5.9657
2023-01-15 00:00:00,-5.38125,-6.05611
2023-01-15 01:00:00,-5.4612,-5.22216
2023-01-15 02:00:00,-4.55395,-4.72827
2023-01-15 03:00:00,-4.13219,-4.76875
2023-01-15 04:00:00,-4.44619,-4.17365
2023-01-15 05:00:00,-3.81008,-4.91584
2023-01-15 06:00:00,-3.8402,-4.51101
2023-01-15 07:00:00,-3.04882,-4.50831
2023-01-15 08:00:00,-3.25391,-4.26541
2023-01-15 09:00:00,-3.93869,-3.88622
2023-01-15 10:00:00,-4.5134,-3.38828
2023-01-15 11:00:00,-5.4751,-3.51918
2023-01-15 12:00:00,-4.82161,-3.225
2023-01-15 13:00:00,-4.82624,-3.08871
2023-01-15 14:00:00,-5.34533,-3.24929
2023-01-15 15:00:00,-5.98145,-3.85384
2023-01-15 16:00:00,-7.00572,-4.6473
2023-01-15 17:00:00,-6.28386,-5.09262
2023-01-15 18:00:00,-6.46694,-5.16414
2023-01-15 19:00:00,-6.04981,-4.94283
2023-01-15 20:00:00,-6.60945,-5.39219
2023-01-15 21:00:00,-6.3418,-5.13985
2023-01-15 22:00:00,-6.16336,-5.24645
2023-01-15 23:00:00,-6.34064,-5.12635
2023-01-16 00:00:00,-6.51444,-5.04134
