model_fct,model_u,model_v
2023-01-23 00:00:00,2.81295,-6.25717
2023-01-23 01:00:00,2.2591,-5.8348
2023-01-23 02:00:00,3.4676,-5.75924
2023-01-23 03:00:00,3.18257,-4.03736
2023-01-23 04:00:00,2.08993,-3.97259
2023-01-23 05:00:00,0.21518,-4.40036
2023-01-23 06:00:00,-1.4371,-3.84169
2023-01-23 07:00:00,-1.62944,-3.55696
2023-01-23 08:00:00,-1.5379,-2.93757
2023-01-23 09:00:00,-0.83111,-1.79461
2023-01-23 10:00:00,0.88606,-1.90526
2023-01-23 11:00:00,2.46187,-2.26556
2023-01-23 12:00:00,3.69586,-3.10086
2023-01-23 13:00:00,4.75953,-2.47877
2023-01-23 14:00:00,8.63416,-3.21286
2023-01-23 15:00:00,9.78126,-3.82145
2023-01-23 16:00:00,10.21229,-4.23573
2023-01-23 17:00:00,8.59014,-6.33949
2023-01-23 18:00:00,7.94127,-8.19226
2023-01-23 19:00:00,7.93316,-8.14368
2023-01-23 20:00:00,7.59946,-9.32848
2023-01-23 21:00:00,7.35962,-11.09893
2023-01-23 22:00:00,9.14283,-8.95064
2023-01-23 23:00:00,11.04075,-8.338
2023-01-24 00:00:00,10.99556,-7.7321
2023-01-24 01:00:00,11.19022,-9.47827
2023-01-24 02:00:00,10.48921,-8.96548
2023-01-24 03:00:00,11.0952,-7.77528
2023-01-24 04:00:00,10.97934,-7.1478
2023-01-24 05:00:00,10.17753,-7.55938
2023-01-24 06:00:00,9.09532,-7.06683
2023-01-24 07:00:00,9.36066,-6.23558
2023-01-24 08:00:00,9.41396,-5.92521
2023-01-24 09:00:00,9.82529,-5.54872
2023-01-24 10:00:00,10.71052,-6.00213
2023-01-24 11:00:00,10.04428,-7.01151
2023-01-24 12:00:00,10.32236,-7.43523
2023-01-24 13:00:00,10.79395,-7.87514
2023-01-24 14:00:00,10.87969,-7.7402
2023-01-24 15:00:00,11.27364,-8.76442
2023-01-24 16:00:00,11.2076,-9.00462
2023-01-24 17:00:00,11.22498,-9.76434
2023-01-24 18:00:00,10.55642,-10.00185
2023-01-24 19:00:00,9.52751,-9.9897
2023-01-24 20:00:00,9.40005,-9.42834
2023-01-24 21:00:00,9.02348,-9.06534
2023-01-24 22:00:00,8.6249,-8.02223
2023-01-24 23:00:00,8.29235,-7.38935
2023-01-25 00:00:00,7.4975,-7.12621
2023-01-25 01:00:00,6.76985,-7.01286
2023-01-25 02:00:00,6.21715,-6.41911
2023-01-25 03:00:00,5.75136,-5.37465
2023-01-25 04:00:00,4.73752,-4.45029
2023-01-25 05:00:00,3.88473,-2.79858
2023-01-25 06:00:00,3.23355,-0.29944
2023-01-25 07:00:00,1.94394,1.7544
2023-01-25 08:00:00,0.91734,2.63693
2023-01-25 09:00:00,1.73537,2.06477
2023-01-25 10:00:00,5.45358,1.05674
2023-01-25 11:00:00,8.2715,0.31051
2023-01-25 12:00:00,8.0722,-0.19148
2023-01-25 13:00:00,6.8834,-0.98225
2023-01-25 14:00:00,5.72356,-2.09148
2023-01-25 15:00:00,4.25898,-2.91194
2023-01-25 16:00:00,1.80605,-3.94695
2023-01-25 17:00:00,1.36112,-4.1696
2023-01-25 18:00:00,2.60902,-2.92003
2023-01-25 19:00:00,1.91497,-1.70284
2023-01-25 20:00:00,1.29623,-1.13069
2023-01-25 21:00:00,1.28117,-0.36556
2023-01-25 22:00:00,1.28696,-0.78523
2023-01-25 23:00:00,2.94156,-0.87294
2023-01-26 00:00:00,3.92181,-0.30214
