model_fct,model_u,model_v
2023-03-30 00:00:00,3.82332,0.77066
2023-03-30 01:00:00,3.57999,1.37656
2023-03-30 02:00:00,2.26721,1.36441
2023-03-30 03:00:00,1.41326,1.1458
2023-03-30 04:00:00,1.57663,1.69502
2023-03-30 05:00:00,1.50595,2.71114
2023-03-30 06:00:00,-0.13242,4.76633
2023-03-30 07:00:00,-0.8172,7.46789
2023-03-30 08:00:00,-0.20078,6.94566
2023-03-30 09:00:00,1.37155,6.9659
2023-03-30 10:00:00,2.29618,7.11029
2023-03-30 11:00:00,4.15238,7.01853
2023-03-30 12:00:00,4.54981,6.7365
2023-03-30 13:00:00,4.03883,3.66924
2023-03-30 14:00:00,4.3285,2.03913
2023-03-30 15:00:00,4.19178,1.1512
2023-03-30 16:00:00,4.21611,1.76384
2023-03-30 17:00:00,3.69007,1.6262
2023-03-30 18:00:00,2.11426,0.09055
2023-03-30 19:00:00,1.79331,0.26193
2023-03-30 20:00:00,2.14439,0.15532
2023-03-30 21:00:00,2.24056,-0.47486
2023-03-30 22:00:00,1.88137,-1.10505
2023-03-30 23:00:00,1.29739,-1.4586
2023-03-31 00:00:00,0.35075,-1.95654
2023-03-31 01:00:00,-0.60864,-2.37891
2023-03-31 02:00:00,-0.82879,-2.67848
2023-03-31 03:00:00,-0.66426,-3.06307
2023-03-31 04:00:00,-0.57504,-3.33026
2023-03-31 05:00:00,-0.88556,-3.29652
2023-03-31 06:00:00,-0.98289,-3.07522
2023-03-31 07:00:00,-0.80909,-3.27763
2023-03-31 08:00:00,-1.21463,-3.40043
2023-03-31 09:00:00,-1.87856,-3.16833
2023-03-31 10:00:00,-1.1173,-2.72032
2023-03-31 11:00:00,-1.1034,-2.4005
2023-03-31 12:00:00,-1.76385,-2.02131
2023-03-31 13:00:00,-1.69548,-1.43296
2023-03-31 14:00:00,-1.49619,-0.81762
2023-03-31 15:00:00,-1.59931,-0.42493
2023-03-31 16:00:00,-1.76616,-1.16307
2023-03-31 17:00:00,-1.99095,-1.35874
2023-03-31 18:00:00,-2.18097,-1.13608
2023-03-31 19:00:00,-2.44863,-0.91073
2023-03-31 20:00:00,-2.29916,-1.01733
2023-03-31 21:00:00,-2.72787,-1.16307
2023-03-31 22:00:00,-2.612,-0.91478
2023-03-31 23:00:00,-2.5923,-0.96471
2023-04-01 00:00:00,-2.79044,-1.02273
2023-04-01 01:00:00,-2.76611,-1.19006
2023-04-01 02:00:00,-2.78464,-1.12259
2023-04-01 03:00:00,-2.82172,-0.79738
2023-04-01 04:00:00,-2.89008,-0.52884
2023-04-01 05:00:00,-3.17396,-0.3831
2023-04-01 06:00:00,-3.32691,-0.81897
2023-04-01 07:00:00,-3.46016,-1.30746
2023-04-01 08:00:00,-4.08469,-1.5625
2023-04-01 09:00:00,-4.70806,-1.28047
2023-04-01 10:00:00,-4.79496,-1.07941
2023-04-01 11:00:00,-5.24221,-1.05242
2023-04-01 12:00:00,-5.70684,-0.99709
2023-04-01 13:00:00,-5.61067,-1.08346
2023-04-01 14:00:00,-5.67324,-1.07671
2023-04-01 15:00:00,-5.31521,-1.36549
2023-04-01 16:00:00,-4.92705,-2.11172
2023-04-01 17:00:00,-4.66403,-3.01179
2023-04-01 18:00:00,-4.36625,-3.58125
2023-04-01 19:00:00,-4.38594,-4.09539
2023-04-01 20:00:00,-5.01047,-4.36932
2023-04-01 21:00:00,-4.9201,-4.03466
2023-04-01 22:00:00,-4.43345,-4.19929
2023-04-01 23:00:00,-4.62231,-4.67834
2023-04-02 00:00:00,-4.63622,-4.83352
