model_fct,model_u,model_v
2022-07-27 00:00:00,-2.47514,-1.89175
2022-07-27 01:00:00,-1.60161,-1.8635
2022-07-27 02:00:00,-0.84604,-1.93328
2022-07-27 03:00:00,-1.30512,-1.46811
2022-07-27 04:00:00,-1.74986,-1.41494
2022-07-27 05:00:00,-1.74507,-1.41162
2022-07-27 06:00:00,-2.65686,-0.85175
2022-07-27 07:00:00,-2.83539,-0.45968
2022-07-27 08:00:00,-2.85611,-0.47463
2022-07-27 09:00:00,-3.14463,-1.56446
2022-07-27 10:00:00,-4.47245,-1.46146
2022-07-27 11:00:00,-4.58403,-0.66236
2022-07-27 12:00:00,-3.49531,-0.53444
2022-07-27 13:00:00,-2.61222,-1.50299
2022-07-27 14:00:00,-2.56121,-1.33188
2022-07-27 15:00:00,-2.47514,-1.16076
2022-07-27 16:00:00,-2.14836,-0.94146
2022-07-27 17:00:00,-2.11808,-0.94811
2022-07-27 18:00:00,-2.29661,-1.42657
2022-07-27 19:00:00,-2.39862,-1.62759
2022-07-27 20:00:00,-2.26473,-1.69073
2022-07-27 21:00:00,-2.49108,-1.86683
2022-07-27 22:00:00,-2.67439,-2.40344
2022-07-27 23:00:00,-3.30881,-2.37686
2022-07-28 00:00:00,-3.72007,-2.09111
2022-07-28 01:00:00,-4.2461,-1.68408
2022-07-28 02:00:00,-5.00167,-0.35335
2022-07-28 03:00:00,-5.34916,0.1085
2022-07-28 04:00:00,-5.25512,0.34108
2022-07-28 05:00:00,-4.69242,0.60856
2022-07-28 06:00:00,-4.45492,1.01226
2022-07-28 07:00:00,-3.85078,1.97418
2022-07-28 08:00:00,-3.99105,1.77149
2022-07-28 09:00:00,-4.01178,1.39437
2022-07-28 10:00:00,-4.02612,1.24651
2022-07-28 11:00:00,-3.94802,1.32127
2022-07-28 12:00:00,-3.47618,1.70172
2022-07-28 13:00:00,-3.21158,1.85124
2022-07-28 14:00:00,-3.0713,1.76319
2022-07-28 15:00:00,-2.3795,1.58708
2022-07-28 16:00:00,-2.02403,1.08204
2022-07-28 17:00:00,-2.31095,1.01226
2022-07-28 18:00:00,-2.41775,0.7531
2022-07-28 19:00:00,-2.23603,0.71987
2022-07-28 20:00:00,-1.83593,0.48728
2022-07-28 21:00:00,-1.24933,0.16831
2022-07-28 22:00:00,-0.91459,-0.11246
2022-07-28 23:00:00,-1.11065,-0.47463
2022-07-29 00:00:00,-1.65421,-0.24038
2022-07-29 01:00:00,-1.82159,-0.14735
2022-07-29 02:00:00,-2.02084,-0.09418
2022-07-29 03:00:00,-2.18981,0.32779
2022-07-29 04:00:00,-2.07344,0.08026
2022-07-29 05:00:00,-2.2456,-0.43476
2022-07-29 06:00:00,-2.58831,-0.15898
2022-07-29 07:00:00,-2.95494,0.38594
2022-07-29 08:00:00,-2.83539,0.45904
2022-07-29 09:00:00,-3.01392,0.67667
2022-07-29 10:00:00,-3.39011,1.19501
2022-07-29 11:00:00,-3.05058,1.34619
2022-07-29 12:00:00,-2.2727,0.88434
2022-07-29 13:00:00,-1.72595,0.17329
2022-07-29 14:00:00,-1.13137,-0.27195
2022-07-29 15:00:00,-0.6436,-0.4331
2022-07-29 16:00:00,-0.78388,-0.88332
2022-07-29 17:00:00,-1.34179,-1.79539
2022-07-29 18:00:00,-1.4183,-2.0313
2022-07-29 19:00:00,-1.29078,-1.6359
2022-07-29 20:00:00,-1.55539,-2.30874
2022-07-29 21:00:00,-2.12445,-3.07129
2022-07-29 22:00:00,-2.44007,-2.95998
2022-07-29 23:00:00,-2.65686,-2.34197
2022-07-30 00:00:00,-2.58831,-1.92996
