model_fct,model_u,model_v
2022-12-08 00:00:00,4.90679,-4.65786
2022-12-08 01:00:00,4.96099,-3.94349
2022-12-08 02:00:00,4.74898,-2.7357
2022-12-08 03:00:00,4.93229,-2.14925
2022-12-08 04:00:00,4.57523,-2.33034
2022-12-08 05:00:00,3.8627,-3.03142
2022-12-08 06:00:00,3.2777,-3.56139
2022-12-08 07:00:00,3.0641,-3.32049
2022-12-08 08:00:00,2.59864,-3.00318
2022-12-08 09:00:00,2.65284,-1.54121
2022-12-08 10:00:00,3.26813,-0.05265
2022-12-08 11:00:00,4.47322,1.24153
2022-12-08 12:00:00,5.86958,1.69507
2022-12-08 13:00:00,6.11984,-0.54108
2022-12-08 14:00:00,5.77713,-2.90184
2022-12-08 15:00:00,5.44079,-3.78899
2022-12-08 16:00:00,4.95939,-3.58797
2022-12-08 17:00:00,4.3712,-3.4102
2022-12-08 18:00:00,4.25005,-3.35206
2022-12-08 19:00:00,4.28512,-3.50324
2022-12-08 20:00:00,4.65972,-3.15934
2022-12-08 21:00:00,4.72826,-2.18746
2022-12-08 22:00:00,4.45727,-1.07769
2022-12-08 23:00:00,4.13847,-0.02109
2022-12-09 00:00:00,3.7575,0.6069
2022-12-09 01:00:00,5.43441,0.41917
2022-12-09 02:00:00,6.44662,1.46581
2022-12-09 03:00:00,6.37489,1.45252
2022-12-09 04:00:00,6.35895,0.02045
2022-12-09 05:00:00,5.73728,-0.64409
2022-12-09 06:00:00,3.89299,-0.01776
2022-12-09 07:00:00,3.41319,0.03042
2022-12-09 08:00:00,3.6491,-2.37519
2022-12-09 09:00:00,3.69055,-3.08458
2022-12-09 10:00:00,5.57787,-0.49124
2022-12-09 11:00:00,7.36478,-0.63079
2022-12-09 12:00:00,7.82385,-0.93316
2022-12-09 13:00:00,7.39187,-1.18568
2022-12-09 14:00:00,6.73832,-1.64421
2022-12-09 15:00:00,5.9716,-2.32203
2022-12-09 16:00:00,5.02475,-3.2258
2022-12-09 17:00:00,4.39989,-3.57966
2022-12-09 18:00:00,3.90415,-3.68599
2022-12-09 19:00:00,4.11615,-3.67436
2022-12-09 20:00:00,4.01254,-4.26081
2022-12-09 21:00:00,2.62893,-4.31729
2022-12-09 22:00:00,1.55774,-3.97838
2022-12-09 23:00:00,1.0349,-4.04151
2022-12-10 00:00:00,0.66668,-4.37045
2022-12-10 01:00:00,0.00995,-4.40368
2022-12-10 02:00:00,0.08487,-3.46171
2022-12-10 03:00:00,0.22355,-2.70248
2022-12-10 04:00:00,0.57583,-2.58286
2022-12-10 05:00:00,0.9823,-2.4267
2022-12-10 06:00:00,0.95202,-2.71909
2022-12-10 07:00:00,1.44616,-3.24407
2022-12-10 08:00:00,0.36701,-4.51499
2022-12-10 09:00:00,1.72193,-3.36867
2022-12-10 10:00:00,2.72457,-3.31883
2022-12-10 11:00:00,3.45942,-3.60126
2022-12-10 12:00:00,4.46046,-5.17454
2022-12-10 13:00:00,5.22719,-5.45531
2022-12-10 14:00:00,6.32228,-5.90885
2022-12-10 15:00:00,6.91845,-7.24954
2022-12-10 16:00:00,8.106,-6.80431
2022-12-10 17:00:00,9.03212,-6.73121
2022-12-10 18:00:00,9.6522,-7.15651
2022-12-10 19:00:00,4.94664,-13.2237
2022-12-10 20:00:00,-2.28385,-15.9134
2022-12-10 21:00:00,-5.3922,-10.45093
2022-12-10 22:00:00,-8.93253,-7.69312
2022-12-10 23:00:00,-8.33955,-8.51714
2022-12-11 00:00:00,-7.67006,-8.6434
