model_fct,model_u,model_v
2022-07-26 00:00:00,-0.68186,-1.50299
2022-07-26 01:00:00,-0.13989,-1.84855
2022-07-26 02:00:00,-0.05063,-1.65916
2022-07-26 03:00:00,-0.53999,-1.51462
2022-07-26 04:00:00,-1.14094,-2.0097
2022-07-26 05:00:00,-1.81362,-2.17251
2022-07-26 06:00:00,-2.51499,-1.709
2022-07-26 07:00:00,-3.17651,-0.59591
2022-07-26 08:00:00,-3.02826,0.23642
2022-07-26 09:00:00,-2.65367,0.56204
2022-07-26 10:00:00,-2.73974,1.26146
2022-07-26 11:00:00,-2.14199,1.32459
2022-07-26 12:00:00,-1.69407,1.24817
2022-07-26 13:00:00,-1.23339,1.37111
2022-07-26 14:00:00,-0.38378,1.12025
2022-07-26 15:00:00,-0.29451,1.21495
2022-07-26 16:00:00,-0.49855,0.68
2022-07-26 17:00:00,-0.66114,-0.0161
2022-07-26 18:00:00,-1.90129,0.14837
2022-07-26 19:00:00,-3.01073,0.74147
2022-07-26 20:00:00,-2.82901,0.5039
2022-07-26 21:00:00,-3.10796,0.42083
2022-07-26 22:00:00,-2.40341,0.67003
2022-07-26 23:00:00,-2.22488,0.99233
2022-07-27 00:00:00,-2.25516,0.80792
2022-07-27 01:00:00,-2.05272,1.11194
2022-07-27 02:00:00,-2.42253,0.41584
2022-07-27 03:00:00,-2.87205,0.03706
2022-07-27 04:00:00,-3.08087,0.09853
2022-07-27 05:00:00,-3.31041,0.86108
2022-07-27 06:00:00,-2.66164,0.95412
2022-07-27 07:00:00,-2.57875,0.80792
2022-07-27 08:00:00,-2.95494,1.01891
2022-07-27 09:00:00,-3.2578,1.68843
2022-07-27 10:00:00,-3.20679,2.5573
2022-07-27 11:00:00,-3.44909,2.94273
2022-07-27 12:00:00,-3.51604,2.65532
2022-07-27 13:00:00,-3.66587,1.86287
2022-07-27 14:00:00,-3.25302,1.6768
2022-07-27 15:00:00,-3.13347,1.5306
2022-07-27 16:00:00,-3.26896,1.19335
2022-07-27 17:00:00,-3.12709,0.56536
2022-07-27 18:00:00,-3.45706,0.33776
2022-07-27 19:00:00,-4.09467,0.60025
2022-07-27 20:00:00,-3.92729,1.19003
2022-07-27 21:00:00,-3.67544,0.64012
2022-07-27 22:00:00,-3.68022,0.17495
2022-07-27 23:00:00,-4.24291,-0.27859
2022-07-28 00:00:00,-4.55534,-0.52945
2022-07-28 01:00:00,-4.49636,0.07361
2022-07-28 02:00:00,-4.30508,0.85942
2022-07-28 03:00:00,-3.90338,1.0621
2022-07-28 04:00:00,-4.60475,1.01891
2022-07-28 05:00:00,-4.99051,1.28306
2022-07-28 06:00:00,-3.88904,1.76319
2022-07-28 07:00:00,-2.92306,2.39449
2022-07-28 08:00:00,-3.10637,1.84459
2022-07-28 09:00:00,-4.18074,1.84791
2022-07-28 10:00:00,-4.47883,2.16357
2022-07-28 11:00:00,-4.76416,2.46095
2022-07-28 12:00:00,-4.32899,2.76497
2022-07-28 13:00:00,-3.90657,2.7334
2022-07-28 14:00:00,-3.08246,2.90286
2022-07-28 15:00:00,-2.14996,2.42107
2022-07-28 16:00:00,-2.65367,2.41775
2022-07-28 17:00:00,-2.32849,2.14031
2022-07-28 18:00:00,-2.85292,1.72331
2022-07-28 19:00:00,-2.98522,1.67514
2022-07-28 20:00:00,-2.83857,1.47079
2022-07-28 21:00:00,-2.89596,1.44089
2022-07-28 22:00:00,-2.83379,1.69009
2022-07-28 23:00:00,-2.72859,2.16024
2022-07-29 00:00:00,-2.76684,2.71347
