model_fct,model_u,model_v
2022-09-19 00:00:00,-6.06807,-16.27058
2022-09-19 01:00:00,-6.43788,-17.19428
2022-09-19 02:00:00,-7.313,-16.13269
2022-09-19 03:00:00,-6.08082,-16.34866
2022-09-19 04:00:00,-5.85447,-15.26215
2022-09-19 05:00:00,-4.8598,-16.69754
2022-09-19 06:00:00,-3.89541,-15.58777
2022-09-19 07:00:00,-2.9916,-16.73908
2022-09-19 08:00:00,-2.56918,-16.22739
2022-09-19 09:00:00,-1.89172,-16.16758
2022-09-19 10:00:00,-1.97461,-15.60771
2022-09-19 11:00:00,-1.22383,-14.69896
2022-09-19 12:00:00,-1.64943,-14.49462
2022-09-19 13:00:00,-2.40819,-15.7456
2022-09-19 14:00:00,-2.85451,-16.29384
2022-09-19 15:00:00,-2.73974,-15.61602
2022-09-19 16:00:00,-2.89596,-15.43825
2022-09-19 17:00:00,-3.37417,-14.21884
2022-09-19 18:00:00,-3.21795,-13.85667
2022-09-19 19:00:00,-3.07608,-13.28683
2022-09-19 20:00:00,-4.45651,-12.34319
2022-09-19 21:00:00,-5.26787,-11.44441
2022-09-19 22:00:00,-7.41502,-9.72327
2022-09-19 23:00:00,-7.21417,-9.31126
2022-09-20 00:00:00,-6.69133,-7.99548
2022-09-20 01:00:00,-6.38528,-7.28443
2022-09-20 02:00:00,-6.13502,-6.66475
2022-09-20 03:00:00,-5.7397,-6.20457
2022-09-20 04:00:00,-5.22961,-5.76597
2022-09-20 05:00:00,-4.83907,-5.37224
2022-09-20 06:00:00,-4.4326,-4.81403
2022-09-20 07:00:00,-3.76151,-4.25416
2022-09-20 08:00:00,-3.30562,-3.80892
2022-09-20 09:00:00,-3.41083,-3.49493
2022-09-20 10:00:00,-4.01337,-2.80714
2022-09-20 11:00:00,-4.37043,-1.82363
2022-09-20 12:00:00,-4.56809,-0.59258
2022-09-20 13:00:00,-4.24769,0.12345
2022-09-20 14:00:00,-3.89541,0.15335
2022-09-20 15:00:00,-4.02772,-0.21214
2022-09-20 16:00:00,-4.32261,-0.67897
2022-09-20 17:00:00,-4.63345,-1.27373
2022-09-20 18:00:00,-4.58403,-1.62261
2022-09-20 19:00:00,-5.06702,-1.78708
2022-09-20 20:00:00,-5.54523,-1.22389
2022-09-20 21:00:00,-5.83375,-0.87667
2022-09-20 22:00:00,-6.10951,-0.67067
2022-09-20 23:00:00,-6.10473,-0.72383
2022-09-21 00:00:00,-6.09198,-0.9398
2022-09-21 01:00:00,-5.89591,-1.07603
2022-09-21 02:00:00,-5.46234,-0.68728
2022-09-21 03:00:00,-5.20411,-0.03604
2022-09-21 04:00:00,-4.66214,0.41917
2022-09-21 05:00:00,-3.90976,0.83782
2022-09-21 06:00:00,-3.37895,1.19999
2022-09-21 07:00:00,-3.22592,1.64357
2022-09-21 08:00:00,-3.16216,1.60204
2022-09-21 09:00:00,-3.33113,1.08536
2022-09-21 10:00:00,-3.85237,0.87437
2022-09-21 11:00:00,-4.45492,0.98236
2022-09-21 12:00:00,-4.68924,1.42427
2022-09-21 13:00:00,-4.97457,1.90606
2022-09-21 14:00:00,-4.82473,1.60536
2022-09-21 15:00:00,-3.82687,0.97073
2022-09-21 16:00:00,-3.33591,1.32293
2022-09-21 17:00:00,-3.98787,2.99756
2022-09-21 18:00:00,-5.03673,3.68535
2022-09-21 19:00:00,-5.53088,3.38963
2022-09-21 20:00:00,-4.89965,2.58721
2022-09-21 21:00:00,-4.62866,1.7366
2022-09-21 22:00:00,-5.0734,1.9044
2022-09-21 23:00:00,-4.9379,2.4543
2022-09-22 00:00:00,-5.13238,2.09545
