model_fct,model_u,model_v
2022-09-27 00:00:00,-3.21476,-2.71411
2022-09-27 01:00:00,-3.93367,-1.69903
2022-09-27 02:00:00,-3.80615,-1.2837
2022-09-27 03:00:00,-2.46238,-1.06108
2022-09-27 04:00:00,-1.81521,-1.6359
2022-09-27 05:00:00,-1.91404,-1.85354
2022-09-27 06:00:00,-2.08301,-2.48152
2022-09-27 07:00:00,-2.01925,-3.19091
2022-09-27 08:00:00,-2.52774,-3.12778
2022-09-27 09:00:00,-3.01551,-2.84037
2022-09-27 10:00:00,-3.45865,-2.16587
2022-09-27 11:00:00,-3.38214,-1.79705
2022-09-27 12:00:00,-3.26099,-1.87513
2022-09-27 13:00:00,-3.26418,-1.97647
2022-09-27 14:00:00,-3.48575,-2.0313
2022-09-27 15:00:00,-3.91135,-1.5844
2022-09-27 16:00:00,-3.23708,-0.62415
2022-09-27 17:00:00,-2.58353,-0.67731
2022-09-27 18:00:00,-2.40978,-0.95808
2022-09-27 19:00:00,-2.25516,-1.02951
2022-09-27 20:00:00,-2.21372,-0.55604
2022-09-27 21:00:00,-2.0846,-0.13904
2022-09-27 22:00:00,-1.72913,-0.14236
2022-09-27 23:00:00,-1.49481,0.03042
2022-09-28 00:00:00,-1.88216,0.2846
2022-09-28 01:00:00,-1.57133,0.76971
2022-09-28 02:00:00,-1.1521,1.12025
2022-09-28 03:00:00,-0.78547,1.52395
2022-09-28 04:00:00,-0.26741,1.92434
2022-09-28 05:00:00,-0.1383,2.01571
2022-09-28 06:00:00,-0.6723,2.11705
2022-09-28 07:00:00,-1.11225,2.39283
2022-09-28 08:00:00,-1.50119,2.81149
2022-09-28 09:00:00,-1.78971,3.49263
2022-09-28 10:00:00,-1.72435,4.04586
2022-09-28 11:00:00,-1.14891,4.6456
2022-09-28 12:00:00,-0.57825,5.19218
2022-09-28 13:00:00,-0.07294,5.82681
2022-09-28 14:00:00,0.54873,5.96303
2022-09-28 15:00:00,0.94723,6.20891
2022-09-28 16:00:00,1.14808,6.22719
2022-09-28 17:00:00,1.37762,6.27537
2022-09-28 18:00:00,1.31226,6.52623
2022-09-28 19:00:00,1.13214,6.46642
2022-09-28 20:00:00,0.86913,6.46642
2022-09-28 21:00:00,0.76073,6.45479
2022-09-28 22:00:00,0.9568,5.98297
2022-09-28 23:00:00,1.25488,5.38821
2022-09-29 00:00:00,1.24372,4.72036
2022-09-29 01:00:00,1.21344,4.26349
2022-09-29 02:00:00,1.14489,3.67704
2022-09-29 03:00:00,0.84043,3.61723
2022-09-29 04:00:00,0.43555,3.71359
2022-09-29 05:00:00,-0.00281,4.22694
2022-09-29 06:00:00,-0.33914,5.05096
2022-09-29 07:00:00,-0.42363,5.66566
2022-09-29 08:00:00,-0.38218,6.14744
2022-09-29 09:00:00,-0.03469,6.37338
2022-09-29 10:00:00,0.14544,6.49964
2022-09-29 11:00:00,0.31122,6.97479
2022-09-29 12:00:00,0.68103,7.23229
2022-09-29 13:00:00,1.02853,7.2622
2022-09-29 14:00:00,1.13533,7.11102
2022-09-29 15:00:00,1.02534,6.99306
2022-09-29 16:00:00,0.96636,6.7937
2022-09-29 17:00:00,0.88507,6.55779
2022-09-29 18:00:00,0.477,6.36176
2022-09-29 19:00:00,0.38932,6.27703
2022-09-29 20:00:00,0.7958,6.15741
2022-09-29 21:00:00,1.23416,6.13748
2022-09-29 22:00:00,1.3298,5.98629
2022-09-29 23:00:00,1.38559,5.70719
2022-09-30 00:00:00,1.42225,5.52943
