model_fct,model_u,model_v
2022-09-18 00:00:00,-2.7238,-1.4598
2022-09-18 01:00:00,-2.66483,-2.79551
2022-09-18 02:00:00,-2.60266,-3.99665
2022-09-18 03:00:00,-2.96131,-4.48176
2022-09-18 04:00:00,-2.58353,-5.1463
2022-09-18 05:00:00,-1.35613,-6.42386
2022-09-18 06:00:00,-2.23763,-7.13823
2022-09-18 07:00:00,-6.01546,-5.10476
2022-09-18 08:00:00,-4.91399,-5.98527
2022-09-18 09:00:00,-4.6988,-6.75945
2022-09-18 10:00:00,-5.12281,-5.82412
2022-09-18 11:00:00,-4.41028,-6.63817
2022-09-18 12:00:00,-4.29551,-7.25121
2022-09-18 13:00:00,-4.34812,-6.67638
2022-09-18 14:00:00,-4.92834,-6.28597
2022-09-18 15:00:00,-4.70518,-5.62808
2022-09-18 16:00:00,-3.72007,-7.72136
2022-09-18 17:00:00,-6.18284,-9.36442
2022-09-18 18:00:00,-7.50428,-8.72148
2022-09-18 19:00:00,-7.40227,-9.39931
2022-09-18 20:00:00,-7.54095,-9.12353
2022-09-18 21:00:00,-8.14986,-13.10076
2022-09-18 22:00:00,-7.87569,-13.32006
2022-09-18 23:00:00,-9.62752,-16.07953
2022-09-19 00:00:00,-8.58344,-16.30215
2022-09-19 01:00:00,-7.86613,-16.55301
2022-09-19 02:00:00,-5.91185,-16.51812
2022-09-19 03:00:00,-7.0723,-16.86035
2022-09-19 04:00:00,-6.34383,-16.94841
2022-09-19 05:00:00,-5.17382,-16.92182
2022-09-19 06:00:00,-3.6595,-17.4684
2022-09-19 07:00:00,-4.10742,-17.09626
2022-09-19 08:00:00,-2.84495,-17.03812
2022-09-19 09:00:00,-2.04316,-17.48668
2022-09-19 10:00:00,-1.94752,-16.97166
2022-09-19 11:00:00,-1.57451,-17.19594
2022-09-19 12:00:00,-1.35773,-17.11952
2022-09-19 13:00:00,-3.12391,-16.94674
2022-09-19 14:00:00,-2.79713,-17.49332
2022-09-19 15:00:00,-1.4183,-17.2192
2022-09-19 16:00:00,-1.53626,-17.49332
2022-09-19 17:00:00,-1.39279,-17.01818
2022-09-19 18:00:00,-1.69088,-15.79378
2022-09-19 19:00:00,-2.35718,-15.11596
2022-09-19 20:00:00,-3.78383,-14.17564
2022-09-19 21:00:00,-5.92142,-13.47954
2022-09-19 22:00:00,-5.44002,-13.43302
2022-09-19 23:00:00,-4.59678,-12.3814
2022-09-20 00:00:00,-3.43474,-12.09233
2022-09-20 01:00:00,-3.37257,-10.91444
2022-09-20 02:00:00,-3.19085,-9.50896
2022-09-20 03:00:00,-3.10478,-8.6351
2022-09-20 04:00:00,-3.38214,-7.51204
2022-09-20 05:00:00,-3.32953,-6.45709
2022-09-20 06:00:00,-3.29925,-5.4254
2022-09-20 07:00:00,-3.12072,-4.79243
2022-09-20 08:00:00,-2.71902,-4.20931
2022-09-20 09:00:00,-2.25676,-3.6511
2022-09-20 10:00:00,-2.7254,-3.17596
2022-09-20 11:00:00,-3.54473,-2.72075
2022-09-20 12:00:00,-4.38956,-1.7821
2022-09-20 13:00:00,-3.64196,-1.44983
2022-09-20 14:00:00,-3.16216,-0.68063
2022-09-20 15:00:00,-3.14463,-0.63412
2022-09-20 16:00:00,-3.29287,-0.86006
2022-09-20 17:00:00,-3.4188,-1.33022
2022-09-20 18:00:00,-3.77267,-1.50632
2022-09-20 19:00:00,-4.28914,-1.07603
2022-09-20 20:00:00,-5.02876,-0.60255
2022-09-20 21:00:00,-5.48944,-0.50453
2022-09-20 22:00:00,-5.67594,-0.59757
2022-09-20 23:00:00,-5.89591,-0.63744
2022-09-21 00:00:00,-5.91664,-0.74543
