model_fct,model_u,model_v
2022-10-09 00:00:00,-3.87469,3.22516
2022-10-09 01:00:00,-5.19614,3.05903
2022-10-09 02:00:00,-4.70518,4.3748
2022-10-09 03:00:00,-5.76999,4.83499
2022-10-09 04:00:00,-6.20356,5.87
2022-10-09 05:00:00,-4.38637,6.42156
2022-10-09 06:00:00,-4.1919,6.15741
2022-10-09 07:00:00,-3.16376,6.19894
2022-10-09 08:00:00,-3.35504,5.47128
2022-10-09 09:00:00,-4.36724,6.58271
2022-10-09 10:00:00,-3.30403,5.5693
2022-10-09 11:00:00,-1.30353,5.30681
2022-10-09 12:00:00,3.42913,6.37671
2022-10-09 13:00:00,4.67087,3.82988
2022-10-09 14:00:00,3.92328,3.86643
2022-10-09 15:00:00,5.83611,3.50925
2022-10-09 16:00:00,9.1453,0.18492
2022-10-09 17:00:00,9.59163,-2.3835
2022-10-09 18:00:00,9.1995,-1.69239
2022-10-09 19:00:00,10.08737,-0.47131
2022-10-09 20:00:00,10.28024,0.15834
2022-10-09 21:00:00,8.85041,-0.42313
2022-10-09 22:00:00,7.39347,-0.70556
2022-10-09 23:00:00,7.99442,0.3145
2022-10-10 00:00:00,8.6926,0.12677
2022-10-10 01:00:00,10.12244,0.04205
2022-10-10 02:00:00,11.51561,2.01903
2022-10-10 03:00:00,10.99915,2.31475
2022-10-10 04:00:00,10.30097,2.53571
2022-10-10 05:00:00,10.34401,2.06887
2022-10-10 06:00:00,12.9853,3.56241
2022-10-10 07:00:00,12.5326,4.55422
2022-10-10 08:00:00,11.98585,6.13083
2022-10-10 09:00:00,10.11287,5.78361
2022-10-10 10:00:00,9.90406,3.42452
2022-10-10 11:00:00,11.16334,3.52752
2022-10-10 12:00:00,13.21166,2.5274
2022-10-10 13:00:00,14.9077,0.60358
2022-10-10 14:00:00,14.09953,0.18658
2022-10-10 15:00:00,13.4125,-0.35335
2022-10-10 16:00:00,13.10645,-0.56766
2022-10-10 17:00:00,13.21484,-0.62747
2022-10-10 18:00:00,12.6139,-1.54287
2022-10-10 19:00:00,11.80094,-1.74389
2022-10-10 20:00:00,10.23721,-2.89519
2022-10-10 21:00:00,9.33658,-3.51985
2022-10-10 22:00:00,8.5061,-4.63959
2022-10-10 23:00:00,7.98485,-4.60138
2022-10-11 00:00:00,6.99815,-4.8456
2022-10-11 01:00:00,6.44662,-5.40713
2022-10-11 02:00:00,5.33718,-5.5932
2022-10-11 03:00:00,3.95835,-4.02822
2022-10-11 04:00:00,3.0625,-2.55296
2022-10-11 05:00:00,2.50619,-1.57609
2022-10-11 06:00:00,1.81757,-0.75539
2022-10-11 07:00:00,0.97433,-0.40652
2022-10-11 08:00:00,-0.33436,-0.02441
2022-10-11 09:00:00,-0.73287,0.96242
2022-10-11 10:00:00,-0.46029,1.42261
2022-10-11 11:00:00,-0.19249,1.5821
2022-10-11 12:00:00,-0.03787,1.33788
2022-10-11 13:00:00,0.63321,0.80127
2022-10-11 14:00:00,1.20547,0.12179
2022-10-11 15:00:00,1.51311,-0.16728
2022-10-11 16:00:00,1.38559,-0.50287
2022-10-11 17:00:00,0.89463,-0.66568
2022-10-11 18:00:00,0.27455,-0.38824
2022-10-11 19:00:00,-0.4316,-0.1191
2022-10-11 20:00:00,-1.0708,-0.01278
2022-10-11 21:00:00,-1.97621,-0.04601
2022-10-11 22:00:00,-2.98044,-0.29521
2022-10-11 23:00:00,-3.66428,-0.50453
2022-10-12 00:00:00,-3.80934,-0.54108
