model_fct,model_u,model_v
2023-04-05 00:00:00,-6.46809,10.21128
2023-04-05 01:00:00,-5.97566,11.53507
2023-04-05 02:00:00,-4.46473,13.40808
2023-04-05 03:00:00,-2.9654,14.50112
2023-04-05 04:00:00,-2.4185,15.38365
2023-04-05 05:00:00,-2.27367,15.16774
2023-04-05 06:00:00,-1.65145,15.5132
2023-04-05 07:00:00,-1.64334,15.67783
2023-04-05 08:00:00,-2.16012,14.38642
2023-04-05 09:00:00,-0.52058,15.36341
2023-04-05 10:00:00,0.99034,15.19878
2023-04-05 11:00:00,0.6045,14.07605
2023-04-05 12:00:00,2.46766,11.62953
2023-04-05 13:00:00,3.70166,9.9252
2023-04-05 14:00:00,5.24966,7.0779
2023-04-05 15:00:00,4.95767,1.37386
2023-04-05 16:00:00,3.81984,0.71129
2023-04-05 17:00:00,5.16623,0.85163
2023-04-05 18:00:00,6.87992,-0.43303
2023-04-05 19:00:00,7.83236,-0.91208
2023-04-05 20:00:00,8.24948,-2.24802
2023-04-05 21:00:00,6.08622,0.39282
2023-04-05 22:00:00,4.7155,2.18082
2023-04-05 23:00:00,3.27758,2.78941
2023-04-06 00:00:00,2.19421,3.15106
2023-04-06 01:00:00,1.48742,3.51406
2023-04-06 02:00:00,0.47125,4.33721
2023-04-06 03:00:00,0.94631,5.09829
2023-04-06 04:00:00,1.92076,5.47613
2023-04-06 05:00:00,1.67396,5.65965
2023-04-06 06:00:00,1.28001,4.38444
2023-04-06 07:00:00,1.13749,3.68408
2023-04-06 08:00:00,2.02852,2.42506
2023-04-06 09:00:00,3.48382,0.72073
2023-04-06 10:00:00,8.30394,-0.2684
2023-04-06 11:00:00,7.1777,-0.65299
2023-04-06 12:00:00,6.7038,1.43863
2023-04-06 13:00:00,7.33644,1.56278
2023-04-06 14:00:00,6.89846,1.32528
2023-04-06 15:00:00,7.11629,0.27812
2023-04-06 16:00:00,7.22521,-0.22522
2023-04-06 17:00:00,6.29942,-2.04695
2023-04-06 18:00:00,6.06653,-3.28978
2023-04-06 19:00:00,5.98658,-3.28573
2023-04-06 20:00:00,6.92279,-2.85256
2023-04-06 21:00:00,7.23911,-2.24397
2023-04-06 22:00:00,7.1835,-1.91066
2023-04-06 23:00:00,6.98304,-2.06989
2023-04-07 00:00:00,7.16612,-2.48956
2023-04-07 01:00:00,7.40249,-2.06179
2023-04-07 02:00:00,6.23338,-2.20618
2023-04-07 03:00:00,4.23465,-1.74468
2023-04-07 04:00:00,2.65884,-1.24404
2023-04-07 05:00:00,1.63689,-0.43168
2023-04-07 06:00:00,1.35417,0.69644
2023-04-07 07:00:00,0.725,1.67208
2023-04-07 08:00:00,0.39014,3.62336
2023-04-07 09:00:00,4.83369,2.55056
2023-04-07 10:00:00,7.46158,1.05539
2023-04-07 11:00:00,7.88334,-1.62458
2023-04-07 12:00:00,8.86706,-2.94027
2023-04-07 13:00:00,8.78827,-2.4113
2023-04-07 14:00:00,8.58782,-4.34773
2023-04-07 15:00:00,8.32016,-7.43928
2023-04-07 16:00:00,8.54147,-8.6929
2023-04-07 17:00:00,7.76515,-9.37976
2023-04-07 18:00:00,8.13593,-9.2853
2023-04-07 19:00:00,7.31558,-7.81442
2023-04-07 20:00:00,7.4384,-6.60128
2023-04-07 21:00:00,7.16843,-5.8456
2023-04-07 22:00:00,7.02707,-4.91719
2023-04-07 23:00:00,7.2113,-1.63267
2023-04-08 00:00:00,8.19155,-0.37096
