model_fct,model_u,model_v
2022-09-25 00:00:00,-2.27429,2.03731
2022-09-25 01:00:00,-2.70308,2.4327
2022-09-25 02:00:00,-2.46238,2.4327
2022-09-25 03:00:00,-2.71902,3.07065
2022-09-25 04:00:00,-2.26791,2.88957
2022-09-25 05:00:00,-1.82796,2.31143
2022-09-25 06:00:00,-2.29501,2.94273
2022-09-25 07:00:00,-2.50861,3.20356
2022-09-25 08:00:00,-2.09576,3.48266
2022-09-25 09:00:00,-1.74826,3.52254
2022-09-25 10:00:00,-2.22966,3.71525
2022-09-25 11:00:00,-1.96505,4.13225
2022-09-25 12:00:00,-1.68769,4.2203
2022-09-25 13:00:00,-0.95284,4.33161
2022-09-25 14:00:00,-0.26104,4.41633
2022-09-25 15:00:00,-0.0044,4.33825
2022-09-25 16:00:00,0.32875,4.00266
2022-09-25 17:00:00,0.40686,4.03755
2022-09-25 18:00:00,0.7687,3.27832
2022-09-25 19:00:00,0.74798,2.76497
2022-09-25 20:00:00,0.65553,2.85468
2022-09-25 21:00:00,0.41802,2.54069
2022-09-25 22:00:00,0.16138,2.36791
2022-09-25 23:00:00,-0.05063,2.42107
2022-09-26 00:00:00,-0.09685,2.33801
2022-09-26 01:00:00,-0.10801,2.06389
2022-09-26 02:00:00,-0.21003,1.79641
2022-09-26 03:00:00,-0.18771,1.79309
2022-09-26 04:00:00,-0.71533,1.91935
2022-09-26 05:00:00,-0.9369,1.89277
2022-09-26 06:00:00,-1.70682,1.7499
2022-09-26 07:00:00,-2.49586,1.9991
2022-09-26 08:00:00,-2.84017,2.62874
2022-09-26 09:00:00,-3.05058,2.64868
2022-09-26 10:00:00,-2.5915,2.4759
2022-09-26 11:00:00,-2.30298,2.33635
2022-09-26 12:00:00,-2.00012,1.98913
2022-09-26 13:00:00,-1.89491,1.78644
2022-09-26 14:00:00,-1.90926,1.24319
2022-09-26 15:00:00,-2.52455,0.99233
2022-09-26 16:00:00,-2.66483,0.23974
2022-09-26 17:00:00,-2.74612,-0.39655
2022-09-26 18:00:00,-2.88799,-0.99961
2022-09-26 19:00:00,-3.06493,-1.66082
2022-09-26 20:00:00,-3.53357,-1.11757
2022-09-26 21:00:00,-3.68978,-0.55604
2022-09-26 22:00:00,-3.61168,-0.70722
2022-09-26 23:00:00,-3.5256,-1.52958
2022-09-27 00:00:00,-3.74557,-1.60766
2022-09-27 01:00:00,-3.82846,-2.45826
2022-09-27 02:00:00,-4.0309,-2.37021
2022-09-27 03:00:00,-3.91932,-2.02299
2022-09-27 04:00:00,-3.45546,-2.62107
2022-09-27 05:00:00,-2.81148,-3.11615
2022-09-27 06:00:00,-3.11275,-3.0281
2022-09-27 07:00:00,-2.9645,-3.18592
2022-09-27 08:00:00,-3.25621,-3.38861
2022-09-27 09:00:00,-3.46981,-3.52484
2022-09-27 10:00:00,-3.49691,-2.88522
2022-09-27 11:00:00,-3.4985,-2.61443
2022-09-27 12:00:00,-3.4443,-2.37519
2022-09-27 13:00:00,-2.90552,-1.9067
2022-09-27 14:00:00,-2.69671,-1.71564
2022-09-27 15:00:00,-2.61541,-1.53124
2022-09-27 16:00:00,-2.53093,-1.62593
2022-09-27 17:00:00,-2.23763,-1.6791
2022-09-27 18:00:00,-2.17546,-1.60766
2022-09-27 19:00:00,-2.37312,-1.76382
2022-09-27 20:00:00,-2.58353,-1.86184
2022-09-27 21:00:00,-2.26632,-1.3568
2022-09-27 22:00:00,-2.27588,-1.47974
2022-09-27 23:00:00,-2.55165,-1.47807
2022-09-28 00:00:00,-2.66801,-0.69559
